image_id,model,min_ssim_value,min_row,min_col,total_rows,total_cols,distance_to_boundary,normalized_distance,is_boundary
00006683_005,model1_TAA_standard,0.1077,127,16,128,128,0,0.0,True
00006684_000,model1_TAA_standard,0.0953,0,51,128,128,0,0.0,True
00009232_004,model1_TAA_standard,0.017,126,1,128,128,1,0.015625,True
00009233_000,model1_TAA_standard,0.0833,127,126,128,128,0,0.0,True
00009234_004,model1_TAA_standard,0.0553,42,127,128,128,0,0.0,True
00009235_000,model1_TAA_standard,0.0593,127,17,128,128,0,0.0,True
00009237_003,model1_TAA_standard,0.1088,44,127,128,128,0,0.0,True
00009237_008,model1_TAA_standard,0.0756,4,124,128,128,3,0.046875,True
00009237_011,model1_TAA_standard,0.0251,73,127,128,128,0,0.0,True
00009237_012,model1_TAA_standard,0.1046,0,2,128,128,0,0.0,True
00009237_013,model1_TAA_standard,0.1126,56,127,128,128,0,0.0,True
00009237_020,model1_TAA_standard,0.0069,98,127,128,128,0,0.0,True
00009239_004,model1_TAA_standard,0.0635,30,127,128,128,0,0.0,True
00009239_006,model1_TAA_standard,0.1108,127,100,128,128,0,0.0,True
00009239_007,model1_TAA_standard,0.075,29,0,128,128,0,0.0,True
00009239_008,model1_TAA_standard,0.1125,56,127,128,128,0,0.0,True
00009239_009,model1_TAA_standard,0.0642,0,64,128,128,0,0.0,True
00009239_010,model1_TAA_standard,0.1112,0,64,128,128,0,0.0,True
00009239_012,model1_TAA_standard,0.0948,127,48,128,128,0,0.0,True
00009241_000,model1_TAA_standard,0.0847,38,0,128,128,0,0.0,True
00009244_000,model1_TAA_standard,0.062,0,74,128,128,0,0.0,True
00009246_000,model1_TAA_standard,0.0352,31,127,128,128,0,0.0,True
00009248_000,model1_TAA_standard,0.0757,0,69,128,128,0,0.0,True
00009251_000,model1_TAA_standard,0.0907,72,127,128,128,0,0.0,True
00009254_000,model1_TAA_standard,0.0517,0,78,128,128,0,0.0,True
00009254_001,model1_TAA_standard,0.0555,0,60,128,128,0,0.0,True
00009255_000,model1_TAA_standard,0.0831,73,0,128,128,0,0.0,True
00009256_000,model1_TAA_standard,0.1049,38,127,128,128,0,0.0,True
00009256_007,model1_TAA_standard,0.0845,0,71,128,128,0,0.0,True
00009257_002,model1_TAA_standard,0.0637,39,127,128,128,0,0.0,True
00009258_000,model1_TAA_standard,0.0619,0,59,128,128,0,0.0,True
00009259_000,model1_TAA_standard,0.063,0,120,128,128,0,0.0,True
00009260_001,model1_TAA_standard,0.0918,94,127,128,128,0,0.0,True
00009260_002,model1_TAA_standard,0.1058,0,111,128,128,0,0.0,True
00009262_000,model1_TAA_standard,0.0984,127,102,128,128,0,0.0,True
00009264_000,model1_TAA_standard,0.1084,127,95,128,128,0,0.0,True
00009265_000,model1_TAA_standard,0.0935,67,127,128,128,0,0.0,True
00009265_001,model1_TAA_standard,0.0755,0,64,128,128,0,0.0,True
00009267_000,model1_TAA_standard,0.0704,57,0,128,128,0,0.0,True
00009268_000,model1_TAA_standard,0.0856,38,127,128,128,0,0.0,True
00009269_000,model1_TAA_standard,0.1077,34,127,128,128,0,0.0,True
00009272_001,model1_TAA_standard,0.067,127,96,128,128,0,0.0,True
00009272_002,model1_TAA_standard,0.0299,75,3,128,128,3,0.046875,True
00009273_001,model1_TAA_standard,0.0447,127,92,128,128,0,0.0,True
00009273_002,model1_TAA_standard,0.0998,127,64,128,128,0,0.0,True
00009273_004,model1_TAA_standard,0.0989,125,1,128,128,1,0.015625,True
00009274_000,model1_TAA_standard,0.0785,57,0,128,128,0,0.0,True
00009275_000,model1_TAA_standard,0.1107,127,12,128,128,0,0.0,True
00009277_000,model1_TAA_standard,0.0994,50,0,128,128,0,0.0,True
00009278_000,model1_TAA_standard,0.0993,127,74,128,128,0,0.0,True
00009279_000,model1_TAA_standard,0.0664,40,127,128,128,0,0.0,True
00009281_000,model1_TAA_standard,0.0637,40,0,128,128,0,0.0,True
00009281_001,model1_TAA_standard,0.1018,40,127,128,128,0,0.0,True
00009281_004,model1_TAA_standard,0.0966,53,0,128,128,0,0.0,True
00009281_005,model1_TAA_standard,0.0722,0,62,128,128,0,0.0,True
00009281_007,model1_TAA_standard,0.1053,127,20,128,128,0,0.0,True
00009281_008,model1_TAA_standard,0.1087,127,4,128,128,0,0.0,True
00009281_009,model1_TAA_standard,0.1048,0,68,128,128,0,0.0,True
00009281_013,model1_TAA_standard,0.0761,62,127,128,128,0,0.0,True
00009281_016,model1_TAA_standard,0.1048,7,1,128,128,1,0.015625,True
00009284_000,model1_TAA_standard,0.0931,127,21,128,128,0,0.0,True
00009285_000,model1_TAA_standard,-0.0247,31,127,128,128,0,0.0,True
00009286_000,model1_TAA_standard,0.0921,77,0,128,128,0,0.0,True
00009290_000,model1_TAA_standard,0.0602,0,55,128,128,0,0.0,True
00009291_001,model1_TAA_standard,0.0099,86,127,128,128,0,0.0,True
00009292_001,model1_TAA_standard,0.0987,0,88,128,128,0,0.0,True
00009293_000,model1_TAA_standard,0.0896,37,0,128,128,0,0.0,True
00009293_004,model1_TAA_standard,0.0362,0,75,128,128,0,0.0,True
00009293_005,model1_TAA_standard,0.073,53,0,128,128,0,0.0,True
00009294_000,model1_TAA_standard,0.0523,53,0,128,128,0,0.0,True
00009295_000,model1_TAA_standard,0.0649,127,30,128,128,0,0.0,True
00009296_000,model1_TAA_standard,0.0995,0,62,128,128,0,0.0,True
00009297_000,model1_TAA_standard,0.0883,41,127,128,128,0,0.0,True
00009297_001,model1_TAA_standard,0.0271,114,127,128,128,0,0.0,True
00009297_002,model1_TAA_standard,0.0511,0,1,128,128,0,0.0,True
00009297_003,model1_TAA_standard,0.0545,0,58,128,128,0,0.0,True
00009297_004,model1_TAA_standard,0.0325,127,1,128,128,0,0.0,True
00009297_009,model1_TAA_standard,0.0814,9,1,128,128,1,0.015625,True
00009297_012,model1_TAA_standard,0.0697,126,0,128,128,0,0.0,True
00009297_013,model1_TAA_standard,0.0774,38,127,128,128,0,0.0,True
00009297_014,model1_TAA_standard,0.0661,0,56,128,128,0,0.0,True
00009297_017,model1_TAA_standard,0.0925,26,0,128,128,0,0.0,True
00009298_001,model1_TAA_standard,0.0951,43,127,128,128,0,0.0,True
00009299_000,model1_TAA_standard,0.1105,23,127,128,128,0,0.0,True
00009299_001,model1_TAA_standard,0.0842,30,127,128,128,0,0.0,True
00009299_002,model1_TAA_standard,0.077,0,70,128,128,0,0.0,True
00009299_003,model1_TAA_standard,0.0634,53,127,128,128,0,0.0,True
00009299_004,model1_TAA_standard,0.0724,15,0,128,128,0,0.0,True
00009301_002,model1_TAA_standard,0.101,1,2,128,128,1,0.015625,True
00009302_000,model1_TAA_standard,0.0699,0,127,128,128,0,0.0,True
00009302_004,model1_TAA_standard,0.1023,0,73,128,128,0,0.0,True
00009302_005,model1_TAA_standard,0.0144,107,0,128,128,0,0.0,True
00009302_006,model1_TAA_standard,0.1068,0,75,128,128,0,0.0,True
00009302_007,model1_TAA_standard,0.1099,10,0,128,128,0,0.0,True
00009302_011,model1_TAA_standard,0.1105,1,127,128,128,0,0.0,True
00009302_013,model1_TAA_standard,0.037,127,12,128,128,0,0.0,True
00009302_014,model1_TAA_standard,0.0701,127,13,128,128,0,0.0,True
00009302_026,model1_TAA_standard,-0.3605,0,37,128,128,0,0.0,True
00009304_000,model1_TAA_standard,0.089,38,0,128,128,0,0.0,True
00009305_000,model1_TAA_standard,0.0982,127,118,128,128,0,0.0,True
00009307_002,model1_TAA_standard,-0.0334,28,127,128,128,0,0.0,True
00009309_003,model1_TAA_standard,0.1014,101,0,128,128,0,0.0,True
00009309_004,model1_TAA_standard,0.0936,45,0,128,128,0,0.0,True
00009309_006,model1_TAA_standard,0.0987,50,0,128,128,0,0.0,True
00009311_000,model1_TAA_standard,0.0948,36,127,128,128,0,0.0,True
00009312_000,model1_TAA_standard,0.0781,0,73,128,128,0,0.0,True
00009314_000,model1_TAA_standard,0.0705,45,0,128,128,0,0.0,True
00009315_000,model1_TAA_standard,0.0206,127,126,128,128,0,0.0,True
00009315_002,model1_TAA_standard,0.0001,127,116,128,128,0,0.0,True
00009315_003,model1_TAA_standard,-0.0143,0,111,128,128,0,0.0,True
00009316_001,model1_TAA_standard,0.0621,0,66,128,128,0,0.0,True
00009318_000,model1_TAA_standard,0.1136,127,72,128,128,0,0.0,True
00009319_000,model1_TAA_standard,0.0676,43,0,128,128,0,0.0,True
00009320_000,model1_TAA_standard,0.0896,127,76,128,128,0,0.0,True
00009321_000,model1_TAA_standard,0.111,127,22,128,128,0,0.0,True
00009321_006,model1_TAA_standard,0.1018,26,0,128,128,0,0.0,True
00009321_009,model1_TAA_standard,-0.0814,0,114,128,128,0,0.0,True
00009321_010,model1_TAA_standard,0.087,0,70,128,128,0,0.0,True
00009321_019,model1_TAA_standard,0.0859,1,111,128,128,1,0.015625,True
00009323_002,model1_TAA_standard,0.0619,51,127,128,128,0,0.0,True
00009324_000,model1_TAA_standard,0.089,0,64,128,128,0,0.0,True
00009324_002,model1_TAA_standard,0.0547,0,82,128,128,0,0.0,True
00009324_004,model1_TAA_standard,0.0762,56,0,128,128,0,0.0,True
00009324_006,model1_TAA_standard,0.0511,50,0,128,128,0,0.0,True
00009325_000,model1_TAA_standard,0.0998,125,1,128,128,1,0.015625,True
00009325_002,model1_TAA_standard,0.1035,0,70,128,128,0,0.0,True
00009325_003,model1_TAA_standard,0.1075,53,127,128,128,0,0.0,True
00009325_005,model1_TAA_standard,0.1035,0,70,128,128,0,0.0,True
00009325_006,model1_TAA_standard,0.1007,127,66,128,128,0,0.0,True
00009326_000,model1_TAA_standard,0.0617,61,0,128,128,0,0.0,True
00009326_001,model1_TAA_standard,0.0648,0,71,128,128,0,0.0,True
00009326_006,model1_TAA_standard,0.1088,56,0,128,128,0,0.0,True
00009327_003,model1_TAA_standard,0.0903,0,67,128,128,0,0.0,True
00009327_005,model1_TAA_standard,0.1054,98,127,128,128,0,0.0,True
00009328_000,model1_TAA_standard,0.0979,29,0,128,128,0,0.0,True
00009329_000,model1_TAA_standard,0.0896,30,127,128,128,0,0.0,True
00009330_003,model1_TAA_standard,0.0997,1,5,128,128,1,0.015625,True
00009330_004,model1_TAA_standard,-0.1695,0,22,128,128,0,0.0,True
00009331_000,model1_TAA_standard,0.0606,83,0,128,128,0,0.0,True
00009331_002,model1_TAA_standard,0.1036,42,0,128,128,0,0.0,True
00009331_003,model1_TAA_standard,0.1128,47,127,128,128,0,0.0,True
00009332_000,model1_TAA_standard,0.0691,127,85,128,128,0,0.0,True
00009332_001,model1_TAA_standard,0.0784,127,47,128,128,0,0.0,True
00009333_002,model1_TAA_standard,0.1029,127,6,128,128,0,0.0,True
00009333_005,model1_TAA_standard,0.1009,65,127,128,128,0,0.0,True
00009334_000,model1_TAA_standard,0.0699,113,127,128,128,0,0.0,True
00009335_000,model1_TAA_standard,0.1004,38,0,128,128,0,0.0,True
00009336_000,model1_TAA_standard,0.0106,119,126,128,128,1,0.015625,True
00009336_005,model1_TAA_standard,0.1038,67,0,128,128,0,0.0,True
00009336_006,model1_TAA_standard,0.1107,114,127,128,128,0,0.0,True
00009336_009,model1_TAA_standard,0.0433,69,127,128,128,0,0.0,True
00009336_010,model1_TAA_standard,0.0956,38,127,128,128,0,0.0,True
00009336_015,model1_TAA_standard,0.0604,0,56,128,128,0,0.0,True
00009336_016,model1_TAA_standard,-0.2264,0,104,128,128,0,0.0,True
00009336_017,model1_TAA_standard,-0.0458,0,37,128,128,0,0.0,True
00009336_019,model1_TAA_standard,0.0285,40,127,128,128,0,0.0,True
00009337_000,model1_TAA_standard,-0.0189,127,73,128,128,0,0.0,True
00009338_000,model1_TAA_standard,0.0863,41,127,128,128,0,0.0,True
00009340_007,model1_TAA_standard,0.1113,127,62,128,128,0,0.0,True
00009342_001,model1_TAA_standard,0.1088,47,0,128,128,0,0.0,True
00009342_002,model1_TAA_standard,-0.0915,0,105,128,128,0,0.0,True
00009342_011,model1_TAA_standard,0.1123,0,74,128,128,0,0.0,True
00009343_004,model1_TAA_standard,0.0588,0,60,128,128,0,0.0,True
00011558_014,model1_TAA_standard,0.0758,0,57,128,128,0,0.0,True
00011559_000,model1_TAA_standard,0.0553,90,127,128,128,0,0.0,True
00011560_000,model1_TAA_standard,0.0734,1,1,128,128,1,0.015625,True
00011560_001,model1_TAA_standard,0.0406,1,2,128,128,1,0.015625,True
00011562_000,model1_TAA_standard,0.0686,53,0,128,128,0,0.0,True
00011568_007,model1_TAA_standard,0.0621,2,33,128,128,2,0.03125,True
00011568_010,model1_TAA_standard,0.11,126,127,128,128,0,0.0,True
00011570_000,model1_TAA_standard,0.0721,81,127,128,128,0,0.0,True
00011570_001,model1_TAA_standard,0.0255,1,1,128,128,1,0.015625,True
00011570_002,model1_TAA_standard,0.0728,50,127,128,128,0,0.0,True
00011571_003,model1_TAA_standard,0.1055,1,1,128,128,1,0.015625,True
00011571_006,model1_TAA_standard,0.0649,1,1,128,128,1,0.015625,True
00011571_009,model1_TAA_standard,0.0995,41,127,128,128,0,0.0,True
00011575_005,model1_TAA_standard,-0.043,121,127,128,128,0,0.0,True
00011575_006,model1_TAA_standard,-0.4099,1,113,128,128,1,0.015625,True
00011576_001,model1_TAA_standard,0.0617,127,2,128,128,0,0.0,True
00011577_001,model1_TAA_standard,0.0649,1,1,128,128,1,0.015625,True
00011579_004,model1_TAA_standard,0.0789,40,127,128,128,0,0.0,True
00011579_008,model1_TAA_standard,0.0238,80,120,128,128,7,0.109375,True
00011579_016,model1_TAA_standard,0.0832,127,60,128,128,0,0.0,True
00011579_020,model1_TAA_standard,0.0908,126,0,128,128,0,0.0,True
00011579_025,model1_TAA_standard,0.055,92,120,128,128,7,0.109375,True
00011579_027,model1_TAA_standard,0.0493,1,1,128,128,1,0.015625,True
00011579_029,model1_TAA_standard,0.1076,0,120,128,128,0,0.0,True
00011579_045,model1_TAA_standard,0.0866,0,105,128,128,0,0.0,True
00011583_002,model1_TAA_standard,0.1119,0,127,128,128,0,0.0,True
00011583_003,model1_TAA_standard,-0.1293,0,125,128,128,0,0.0,True
00011583_011,model1_TAA_standard,0.0769,73,127,128,128,0,0.0,True
00011583_015,model1_TAA_standard,0.0814,0,65,128,128,0,0.0,True
00011583_016,model1_TAA_standard,0.0581,0,57,128,128,0,0.0,True
00011583_017,model1_TAA_standard,0.0548,79,0,128,128,0,0.0,True
00011584_002,model1_TAA_standard,-0.3101,0,22,128,128,0,0.0,True
00011587_002,model1_TAA_standard,0.1003,0,1,128,128,0,0.0,True
00011587_005,model1_TAA_standard,0.0751,0,45,128,128,0,0.0,True
00011587_007,model1_TAA_standard,0.0991,0,70,128,128,0,0.0,True
00011587_012,model1_TAA_standard,0.0786,112,0,128,128,0,0.0,True
00011587_013,model1_TAA_standard,0.0527,2,21,128,128,2,0.03125,True
00011587_018,model1_TAA_standard,-0.2641,0,35,128,128,0,0.0,True
00011587_019,model1_TAA_standard,0.0218,0,122,128,128,0,0.0,True
00011589_000,model1_TAA_standard,0.0971,1,1,128,128,1,0.015625,True
00011592_001,model1_TAA_standard,0.0842,1,2,128,128,1,0.015625,True
00011596_001,model1_TAA_standard,0.0415,69,0,128,128,0,0.0,True
00011596_006,model1_TAA_standard,0.103,1,1,128,128,1,0.015625,True
00011597_003,model1_TAA_standard,0.0893,35,0,128,128,0,0.0,True
00011598_003,model1_TAA_standard,0.0921,9,113,128,128,9,0.140625,True
00011598_016,model1_TAA_standard,0.0898,1,1,128,128,1,0.015625,True
00011598_017,model1_TAA_standard,0.026,39,0,128,128,0,0.0,True
00011598_019,model1_TAA_standard,0.0402,1,1,128,128,1,0.015625,True
00011598_020,model1_TAA_standard,-0.0195,0,0,128,128,0,0.0,True
00011598_022,model1_TAA_standard,0.0453,1,1,128,128,1,0.015625,True
00011598_024,model1_TAA_standard,0.0343,1,1,128,128,1,0.015625,True
00011598_026,model1_TAA_standard,0.0326,1,1,128,128,1,0.015625,True
00011598_027,model1_TAA_standard,0.0836,126,127,128,128,0,0.0,True
00011598_029,model1_TAA_standard,-0.0063,0,0,128,128,0,0.0,True
00011598_043,model1_TAA_standard,0.0333,1,1,128,128,1,0.015625,True
00011598_044,model1_TAA_standard,0.0734,1,1,128,128,1,0.015625,True
00011605_003,model1_TAA_standard,0.0616,33,127,128,128,0,0.0,True
00011605_004,model1_TAA_standard,0.0462,0,0,128,128,0,0.0,True
00011605_008,model1_TAA_standard,-0.0282,121,122,128,128,5,0.078125,True
00011605_011,model1_TAA_standard,0.1072,0,77,128,128,0,0.0,True
00011605_012,model1_TAA_standard,-0.0121,1,113,128,128,1,0.015625,True
00011605_018,model1_TAA_standard,0.0952,41,127,128,128,0,0.0,True
00011606_002,model1_TAA_standard,0.0986,45,127,128,128,0,0.0,True
00011606_003,model1_TAA_standard,-0.0124,5,1,128,128,1,0.015625,True
00011606_007,model1_TAA_standard,0.09,127,2,128,128,0,0.0,True
00011606_008,model1_TAA_standard,0.0403,0,124,128,128,0,0.0,True
00011609_000,model1_TAA_standard,0.0673,127,80,128,128,0,0.0,True
00011610_000,model1_TAA_standard,0.06,0,76,128,128,0,0.0,True
00011612_000,model1_TAA_standard,0.0652,0,75,128,128,0,0.0,True
00011612_001,model1_TAA_standard,0.056,1,31,128,128,1,0.015625,True
00011615_000,model1_TAA_standard,0.0505,126,126,128,128,1,0.015625,True
00011618_000,model1_TAA_standard,-0.0364,123,1,128,128,1,0.015625,True
00011618_014,model1_TAA_standard,0.0952,0,66,128,128,0,0.0,True
00011619_009,model1_TAA_standard,0.0335,0,6,128,128,0,0.0,True
00011621_001,model1_TAA_standard,0.0939,127,46,128,128,0,0.0,True
00011622_000,model1_TAA_standard,0.0711,53,0,128,128,0,0.0,True
00011628_000,model1_TAA_standard,0.0538,123,127,128,128,0,0.0,True
00011628_002,model1_TAA_standard,0.0736,113,127,128,128,0,0.0,True
00011629_000,model1_TAA_standard,0.0352,0,65,128,128,0,0.0,True
00011632_009,model1_TAA_standard,0.0482,127,125,128,128,0,0.0,True
00011639_000,model1_TAA_standard,0.0111,0,83,128,128,0,0.0,True
00013774_033,model1_TAA_standard,0.1068,127,50,128,128,0,0.0,True
00013774_044,model1_TAA_standard,-0.1373,62,0,128,128,0,0.0,True
00013774_056,model1_TAA_standard,0.0711,120,127,128,128,0,0.0,True
00013774_058,model1_TAA_standard,0.0394,127,127,128,128,0,0.0,True
00013774_060,model1_TAA_standard,0.1017,0,52,128,128,0,0.0,True
00013775_000,model1_TAA_standard,0.0224,61,127,128,128,0,0.0,True
00013776_000,model1_TAA_standard,0.1115,53,127,128,128,0,0.0,True
00013776_001,model1_TAA_standard,0.0178,33,127,128,128,0,0.0,True
00013777_000,model1_TAA_standard,-0.3358,1,10,128,128,1,0.015625,True
00013777_001,model1_TAA_standard,-0.0046,1,25,128,128,1,0.015625,True
00013778_010,model1_TAA_standard,0.1079,32,127,128,128,0,0.0,True
00013778_011,model1_TAA_standard,0.1124,0,75,128,128,0,0.0,True
00013778_012,model1_TAA_standard,0.0494,0,57,128,128,0,0.0,True
00013778_013,model1_TAA_standard,0.0497,28,127,128,128,0,0.0,True
00013782_002,model1_TAA_standard,0.0959,36,127,128,128,0,0.0,True
00013787_001,model1_TAA_standard,0.039,61,0,128,128,0,0.0,True
00013787_002,model1_TAA_standard,0.0348,78,127,128,128,0,0.0,True
00013795_000,model1_TAA_standard,0.0991,63,127,128,128,0,0.0,True
00013795_001,model1_TAA_standard,0.0343,1,34,128,128,1,0.015625,True
00013798_003,model1_TAA_standard,-0.0938,127,127,128,128,0,0.0,True
00013799_004,model1_TAA_standard,0.0038,125,81,128,128,2,0.03125,True
00013800_000,model1_TAA_standard,0.0719,0,61,128,128,0,0.0,True
00013807_002,model1_TAA_standard,0.1038,72,127,128,128,0,0.0,True
00013807_007,model1_TAA_standard,-0.0019,76,115,128,128,12,0.1875,True
00013807_012,model1_TAA_standard,-0.264,0,6,128,128,0,0.0,True
00013807_014,model1_TAA_standard,0.0058,49,127,128,128,0,0.0,True
00013807_015,model1_TAA_standard,-0.3485,0,19,128,128,0,0.0,True
00013808_004,model1_TAA_standard,0.1132,0,126,128,128,0,0.0,True
00013812_001,model1_TAA_standard,0.0818,125,127,128,128,0,0.0,True
00013812_004,model1_TAA_standard,0.0684,0,121,128,128,0,0.0,True
00013812_008,model1_TAA_standard,-0.3047,0,97,128,128,0,0.0,True
00013814_000,model1_TAA_standard,0.0393,127,126,128,128,0,0.0,True
00013814_001,model1_TAA_standard,-0.1522,123,127,128,128,0,0.0,True
00013814_006,model1_TAA_standard,0.041,1,1,128,128,1,0.015625,True
00013814_010,model1_TAA_standard,0.0883,29,127,128,128,0,0.0,True
00013816_000,model1_TAA_standard,0.0629,53,0,128,128,0,0.0,True
00013818_000,model1_TAA_standard,-0.3231,0,13,128,128,0,0.0,True
00013820_000,model1_TAA_standard,0.1104,40,127,128,128,0,0.0,True
00013823_000,model1_TAA_standard,0.0386,123,126,128,128,1,0.015625,True
00013823_001,model1_TAA_standard,-0.0133,121,127,128,128,0,0.0,True
00013825_000,model1_TAA_standard,0.0671,127,1,128,128,0,0.0,True
00013825_001,model1_TAA_standard,0.0529,0,99,128,128,0,0.0,True
00013825_002,model1_TAA_standard,0.0527,116,127,128,128,0,0.0,True
00013826_000,model1_TAA_standard,0.0235,88,127,128,128,0,0.0,True
00013826_002,model1_TAA_standard,0.0674,30,127,128,128,0,0.0,True
00013826_005,model1_TAA_standard,0.1018,0,63,128,128,0,0.0,True
00013826_006,model1_TAA_standard,0.028,127,126,128,128,0,0.0,True
00013827_000,model1_TAA_standard,0.1097,0,92,128,128,0,0.0,True
00013829_005,model1_TAA_standard,0.0199,1,9,128,128,1,0.015625,True
00013829_007,model1_TAA_standard,0.0772,1,1,128,128,1,0.015625,True
00013829_008,model1_TAA_standard,0.0696,0,126,128,128,0,0.0,True
00013829_009,model1_TAA_standard,0.087,2,93,128,128,2,0.03125,True
00013833_008,model1_TAA_standard,0.041,1,33,128,128,1,0.015625,True
00013834_002,model1_TAA_standard,0.0405,1,1,128,128,1,0.015625,True
00013834_003,model1_TAA_standard,0.0844,0,97,128,128,0,0.0,True
00013834_004,model1_TAA_standard,0.0651,70,127,128,128,0,0.0,True
00013834_006,model1_TAA_standard,0.0376,1,34,128,128,1,0.015625,True
00013834_007,model1_TAA_standard,0.1073,43,127,128,128,0,0.0,True
00013834_008,model1_TAA_standard,0.0379,2,50,128,128,2,0.03125,True
00013834_009,model1_TAA_standard,-0.1537,0,9,128,128,0,0.0,True
00013834_010,model1_TAA_standard,0.0652,101,127,128,128,0,0.0,True
00013834_012,model1_TAA_standard,0.0323,0,36,128,128,0,0.0,True
00013834_015,model1_TAA_standard,0.073,98,0,128,128,0,0.0,True
00013834_016,model1_TAA_standard,-0.0019,0,72,128,128,0,0.0,True
00013834_020,model1_TAA_standard,0.0726,54,127,128,128,0,0.0,True
00013838_001,model1_TAA_standard,0.0317,109,127,128,128,0,0.0,True
00013838_003,model1_TAA_standard,-0.0256,108,127,128,128,0,0.0,True
00013841_000,model1_TAA_standard,0.0765,56,127,128,128,0,0.0,True
00013843_000,model1_TAA_standard,0.0403,28,0,128,128,0,0.0,True
00013843_002,model1_TAA_standard,0.0965,115,127,128,128,0,0.0,True
00013844_000,model1_TAA_standard,0.0672,100,126,128,128,1,0.015625,True
00013845_000,model1_TAA_standard,0.0967,39,127,128,128,0,0.0,True
00013846_000,model1_TAA_standard,-0.0423,126,127,128,128,0,0.0,True
00013847_000,model1_TAA_standard,0.0747,0,61,128,128,0,0.0,True
00013847_001,model1_TAA_standard,0.0537,0,59,128,128,0,0.0,True
00013849_019,model1_TAA_standard,-0.0396,2,1,128,128,1,0.015625,True
00013850_000,model1_TAA_standard,0.0716,127,127,128,128,0,0.0,True
00013855_005,model1_TAA_standard,0.012,26,127,128,128,0,0.0,True
00013857_000,model1_TAA_standard,0.0236,47,127,128,128,0,0.0,True
00013858_005,model1_TAA_standard,0.0912,0,99,128,128,0,0.0,True
00013860_000,model1_TAA_standard,0.028,127,127,128,128,0,0.0,True
00013862_000,model1_TAA_standard,0.0917,44,127,128,128,0,0.0,True
00013862_001,model1_TAA_standard,0.0692,127,106,128,128,0,0.0,True
00013862_003,model1_TAA_standard,0.0836,0,60,128,128,0,0.0,True
00013862_004,model1_TAA_standard,0.0809,0,72,128,128,0,0.0,True
00013865_000,model1_TAA_standard,0.0866,26,127,128,128,0,0.0,True
00013871_000,model1_TAA_standard,0.0857,115,127,128,128,0,0.0,True
00013872_000,model1_TAA_standard,0.1066,98,127,128,128,0,0.0,True
00013873_000,model1_TAA_standard,-0.0068,0,102,128,128,0,0.0,True
00013875_005,model1_TAA_standard,0.0928,51,127,128,128,0,0.0,True
00013878_000,model1_TAA_standard,-0.0627,0,99,128,128,0,0.0,True
00013880_001,model1_TAA_standard,0.0843,0,69,128,128,0,0.0,True
00013881_003,model1_TAA_standard,0.0572,0,66,128,128,0,0.0,True
00013883_000,model1_TAA_standard,0.0909,114,127,128,128,0,0.0,True
00013884_002,model1_TAA_standard,0.0779,41,127,128,128,0,0.0,True
00013884_003,model1_TAA_standard,0.0801,53,127,128,128,0,0.0,True
00013884_004,model1_TAA_standard,0.111,1,1,128,128,1,0.015625,True
00013888_003,model1_TAA_standard,0.0768,101,127,128,128,0,0.0,True
00013888_007,model1_TAA_standard,0.1086,122,0,128,128,0,0.0,True
00013890_008,model1_TAA_standard,0.0847,17,20,128,128,17,0.265625,True
00013890_015,model1_TAA_standard,0.0674,0,54,128,128,0,0.0,True
00013890_016,model1_TAA_standard,0.0923,127,24,128,128,0,0.0,True
00013890_017,model1_TAA_standard,0.0776,126,0,128,128,0,0.0,True
00013890_018,model1_TAA_standard,0.0939,2,98,128,128,2,0.03125,True
00016051_011,model1_TAA_standard,0.1009,1,37,128,128,1,0.015625,True
00016051_014,model1_TAA_standard,0.1094,98,127,128,128,0,0.0,True
00016051_016,model1_TAA_standard,0.0706,36,127,128,128,0,0.0,True
00016051_017,model1_TAA_standard,0.0964,104,127,128,128,0,0.0,True
00016051_024,model1_TAA_standard,0.105,42,127,128,128,0,0.0,True
00016052_007,model1_TAA_standard,0.0863,22,127,128,128,0,0.0,True
00016052_015,model1_TAA_standard,0.0994,92,0,128,128,0,0.0,True
00016052_023,model1_TAA_standard,0.113,35,127,128,128,0,0.0,True
00016052_025,model1_TAA_standard,0.0991,46,127,128,128,0,0.0,True
00016053_000,model1_TAA_standard,-0.0786,0,5,128,128,0,0.0,True
00016054_002,model1_TAA_standard,-0.2603,1,100,128,128,1,0.015625,True
00016055_000,model1_TAA_standard,0.0738,2,126,128,128,1,0.015625,True
00016056_000,model1_TAA_standard,-0.0509,0,97,128,128,0,0.0,True
00016056_002,model1_TAA_standard,0.0943,0,68,128,128,0,0.0,True
00016056_004,model1_TAA_standard,-0.1607,0,44,128,128,0,0.0,True
00016056_005,model1_TAA_standard,0.11,127,18,128,128,0,0.0,True
00016057_000,model1_TAA_standard,0.0449,31,127,128,128,0,0.0,True
00016057_001,model1_TAA_standard,-0.056,0,32,128,128,0,0.0,True
00016057_002,model1_TAA_standard,0.1083,85,127,128,128,0,0.0,True
00016060_000,model1_TAA_standard,-0.1877,0,8,128,128,0,0.0,True
00016060_001,model1_TAA_standard,-0.0679,0,6,128,128,0,0.0,True
00016061_000,model1_TAA_standard,0.0578,0,14,128,128,0,0.0,True
00016063_000,model1_TAA_standard,-0.1285,0,34,128,128,0,0.0,True
00016064_000,model1_TAA_standard,-0.279,0,18,128,128,0,0.0,True
00016064_006,model1_TAA_standard,-0.0408,0,0,128,128,0,0.0,True
00016064_011,model1_TAA_standard,0.0438,1,1,128,128,1,0.015625,True
