image_id,model,min_ssim_value,min_row,min_col,total_rows,total_cols,distance_to_boundary,normalized_distance,is_boundary
00016064_015,model1_TAA_standard,-0.0483,8,0,128,128,0,0.0,True
00016065_002,model1_TAA_standard,0.1094,0,125,128,128,0,0.0,True
00016067_000,model1_TAA_standard,0.0327,35,127,128,128,0,0.0,True
00016069_000,model1_TAA_standard,-0.1858,0,5,128,128,0,0.0,True
00016070_000,model1_TAA_standard,-0.0734,0,5,128,128,0,0.0,True
00016071_000,model1_TAA_standard,0.0293,45,127,128,128,0,0.0,True
00016072_000,model1_TAA_standard,0.0806,0,57,128,128,0,0.0,True
00016073_000,model1_TAA_standard,-0.4077,0,29,128,128,0,0.0,True
00016074_001,model1_TAA_standard,-0.233,0,18,128,128,0,0.0,True
00016074_008,model1_TAA_standard,0.0977,57,0,128,128,0,0.0,True
00016074_012,model1_TAA_standard,0.052,0,27,128,128,0,0.0,True
00016075_002,model1_TAA_standard,0.0527,0,56,128,128,0,0.0,True
00016075_003,model1_TAA_standard,0.0759,63,127,128,128,0,0.0,True
00016075_004,model1_TAA_standard,0.1025,87,0,128,128,0,0.0,True
00016075_005,model1_TAA_standard,0.0254,0,0,128,128,0,0.0,True
00016075_006,model1_TAA_standard,0.1093,0,71,128,128,0,0.0,True
00016078_000,model1_TAA_standard,-0.1963,0,28,128,128,0,0.0,True
00016079_000,model1_TAA_standard,0.0965,55,127,128,128,0,0.0,True
00016079_001,model1_TAA_standard,-0.3625,0,11,128,128,0,0.0,True
00016079_003,model1_TAA_standard,0.0895,59,127,128,128,0,0.0,True
00016079_004,model1_TAA_standard,0.0722,0,70,128,128,0,0.0,True
00016079_005,model1_TAA_standard,-0.1803,0,28,128,128,0,0.0,True
00016079_006,model1_TAA_standard,0.0658,34,127,128,128,0,0.0,True
00016079_007,model1_TAA_standard,0.0941,47,127,128,128,0,0.0,True
00016079_010,model1_TAA_standard,-0.2205,0,33,128,128,0,0.0,True
00016079_012,model1_TAA_standard,-0.2025,0,20,128,128,0,0.0,True
00016080_000,model1_TAA_standard,-0.3414,0,38,128,128,0,0.0,True
00016081_000,model1_TAA_standard,0.0479,1,36,128,128,1,0.015625,True
00016082_000,model1_TAA_standard,0.0276,1,1,128,128,1,0.015625,True
00016083_003,model1_TAA_standard,0.0827,2,98,128,128,2,0.03125,True
00016085_001,model1_TAA_standard,-0.0533,105,1,128,128,1,0.015625,True
00016085_004,model1_TAA_standard,0.0646,64,127,128,128,0,0.0,True
00016088_000,model1_TAA_standard,-0.3107,0,12,128,128,0,0.0,True
00016092_006,model1_TAA_standard,-0.087,0,27,128,128,0,0.0,True
00016092_010,model1_TAA_standard,0.1033,30,127,128,128,0,0.0,True
00016094_000,model1_TAA_standard,0.0526,63,127,128,128,0,0.0,True
00016094_001,model1_TAA_standard,0.0509,0,49,128,128,0,0.0,True
00016094_002,model1_TAA_standard,0.0455,1,95,128,128,1,0.015625,True
00016094_006,model1_TAA_standard,0.0793,103,127,128,128,0,0.0,True
00016094_007,model1_TAA_standard,0.066,1,1,128,128,1,0.015625,True
00016094_008,model1_TAA_standard,-0.1707,0,19,128,128,0,0.0,True
00016094_011,model1_TAA_standard,-0.1887,0,32,128,128,0,0.0,True
00016094_012,model1_TAA_standard,0.0853,61,0,128,128,0,0.0,True
00016094_014,model1_TAA_standard,0.0414,1,30,128,128,1,0.015625,True
00016094_016,model1_TAA_standard,0.0891,0,63,128,128,0,0.0,True
00016094_017,model1_TAA_standard,0.0924,64,0,128,128,0,0.0,True
00016094_019,model1_TAA_standard,0.0905,53,0,128,128,0,0.0,True
00016094_021,model1_TAA_standard,0.0592,22,0,128,128,0,0.0,True
00016094_023,model1_TAA_standard,0.0768,109,127,128,128,0,0.0,True
00016095_000,model1_TAA_standard,0.0363,1,37,128,128,1,0.015625,True
00016096_000,model1_TAA_standard,-0.0612,0,28,128,128,0,0.0,True
00016097_000,model1_TAA_standard,-0.2285,0,36,128,128,0,0.0,True
00016098_000,model1_TAA_standard,-0.4251,0,11,128,128,0,0.0,True
00016099_001,model1_TAA_standard,0.1061,55,0,128,128,0,0.0,True
00016099_002,model1_TAA_standard,0.032,0,1,128,128,0,0.0,True
00016099_005,model1_TAA_standard,0.0886,0,71,128,128,0,0.0,True
00016099_006,model1_TAA_standard,0.0822,0,69,128,128,0,0.0,True
00016100_000,model1_TAA_standard,0.0597,41,127,128,128,0,0.0,True
00016102_000,model1_TAA_standard,0.1044,36,127,128,128,0,0.0,True
00016103_002,model1_TAA_standard,0.0652,1,18,128,128,1,0.015625,True
00016103_003,model1_TAA_standard,0.0902,39,127,128,128,0,0.0,True
00016103_009,model1_TAA_standard,0.0777,0,127,128,128,0,0.0,True
00016103_010,model1_TAA_standard,0.0773,0,74,128,128,0,0.0,True
00016104_000,model1_TAA_standard,0.0869,83,0,128,128,0,0.0,True
00016105_000,model1_TAA_standard,-0.33,0,26,128,128,0,0.0,True
00016106_000,model1_TAA_standard,0.1085,1,1,128,128,1,0.015625,True
00016106_003,model1_TAA_standard,0.0524,1,29,128,128,1,0.015625,True
00016107_000,model1_TAA_standard,-0.1369,0,28,128,128,0,0.0,True
00016109_002,model1_TAA_standard,-0.0423,117,80,128,128,10,0.15625,True
00016109_010,model1_TAA_standard,-0.3403,0,7,128,128,0,0.0,True
00016109_011,model1_TAA_standard,-0.3029,0,16,128,128,0,0.0,True
00016109_013,model1_TAA_standard,0.0484,2,101,128,128,2,0.03125,True
00016109_014,model1_TAA_standard,0.0834,2,114,128,128,2,0.03125,True
00016109_015,model1_TAA_standard,-0.152,0,28,128,128,0,0.0,True
00016110_000,model1_TAA_standard,-0.294,0,39,128,128,0,0.0,True
00016116_000,model1_TAA_standard,0.0204,2,113,128,128,2,0.03125,True
00016118_000,model1_TAA_standard,-0.3625,0,28,128,128,0,0.0,True
00016119_000,model1_TAA_standard,0.0585,0,22,128,128,0,0.0,True
00016119_002,model1_TAA_standard,0.0721,1,5,128,128,1,0.015625,True
00016120_000,model1_TAA_standard,0.027,1,29,128,128,1,0.015625,True
00016121_000,model1_TAA_standard,0.0538,77,127,128,128,0,0.0,True
00016122_000,model1_TAA_standard,-0.0702,0,7,128,128,0,0.0,True
00016122_001,model1_TAA_standard,0.099,124,127,128,128,0,0.0,True
00016122_004,model1_TAA_standard,0.0919,127,35,128,128,0,0.0,True
00016122_006,model1_TAA_standard,0.1071,127,127,128,128,0,0.0,True
00016123_000,model1_TAA_standard,0.0275,1,17,128,128,1,0.015625,True
00016124_000,model1_TAA_standard,0.0953,0,62,128,128,0,0.0,True
00016124_001,model1_TAA_standard,0.0176,1,127,128,128,0,0.0,True
00016124_003,model1_TAA_standard,-0.0455,117,127,128,128,0,0.0,True
00016124_004,model1_TAA_standard,-0.4381,0,14,128,128,0,0.0,True
00016125_000,model1_TAA_standard,-0.224,0,13,128,128,0,0.0,True
00016126_000,model1_TAA_standard,0.0905,26,0,128,128,0,0.0,True
00016128_001,model1_TAA_standard,-0.3435,0,33,128,128,0,0.0,True
00016130_000,model1_TAA_standard,-0.1231,5,127,128,128,0,0.0,True
00016134_000,model1_TAA_standard,0.09,67,127,128,128,0,0.0,True
00016134_001,model1_TAA_standard,0.0325,120,0,128,128,0,0.0,True
00016134_002,model1_TAA_standard,0.1109,57,0,128,128,0,0.0,True
00016134_003,model1_TAA_standard,0.0628,66,0,128,128,0,0.0,True
00016134_005,model1_TAA_standard,0.1094,44,0,128,128,0,0.0,True
00016134_007,model1_TAA_standard,0.0689,0,65,128,128,0,0.0,True
00016134_009,model1_TAA_standard,0.0726,0,58,128,128,0,0.0,True
00016134_011,model1_TAA_standard,0.0837,0,41,128,128,0,0.0,True
00016136_000,model1_TAA_standard,0.079,2,99,128,128,2,0.03125,True
00016137_001,model1_TAA_standard,0.0456,125,9,128,128,2,0.03125,True
00016137_002,model1_TAA_standard,-0.0053,114,29,128,128,13,0.203125,True
00016137_004,model1_TAA_standard,0.0193,1,34,128,128,1,0.015625,True
00016137_005,model1_TAA_standard,0.0938,126,1,128,128,1,0.015625,True
00016138_000,model1_TAA_standard,0.0601,59,0,128,128,0,0.0,True
00016140_001,model1_TAA_standard,0.0958,57,0,128,128,0,0.0,True
00016140_002,model1_TAA_standard,0.0989,38,127,128,128,0,0.0,True
00016141_000,model1_TAA_standard,-0.1741,0,34,128,128,0,0.0,True
00016141_001,model1_TAA_standard,0.0496,1,36,128,128,1,0.015625,True
00016141_002,model1_TAA_standard,0.023,0,42,128,128,0,0.0,True
00016142_015,model1_TAA_standard,0.0598,1,1,128,128,1,0.015625,True
00016142_016,model1_TAA_standard,0.097,1,33,128,128,1,0.015625,True
00016142_019,model1_TAA_standard,0.028,35,127,128,128,0,0.0,True
00016142_020,model1_TAA_standard,0.0713,116,0,128,128,0,0.0,True
00016142_021,model1_TAA_standard,0.0374,0,48,128,128,0,0.0,True
00016142_026,model1_TAA_standard,0.0388,1,99,128,128,1,0.015625,True
00016142_027,model1_TAA_standard,-0.2641,0,13,128,128,0,0.0,True
00016142_028,model1_TAA_standard,0.0751,120,126,128,128,1,0.015625,True
00016142_030,model1_TAA_standard,0.0767,108,127,128,128,0,0.0,True
00016142_032,model1_TAA_standard,0.0841,0,127,128,128,0,0.0,True
00016142_035,model1_TAA_standard,0.084,17,0,128,128,0,0.0,True
00016142_038,model1_TAA_standard,0.0975,0,69,128,128,0,0.0,True
00016142_040,model1_TAA_standard,0.0381,1,126,128,128,1,0.015625,True
00016142_043,model1_TAA_standard,0.0251,126,126,128,128,1,0.015625,True
00016142_046,model1_TAA_standard,-0.012,127,127,128,128,0,0.0,True
00016142_047,model1_TAA_standard,-0.0692,126,127,128,128,0,0.0,True
00016142_050,model1_TAA_standard,0.0803,0,1,128,128,0,0.0,True
00016142_053,model1_TAA_standard,0.0112,127,126,128,128,0,0.0,True
00016142_054,model1_TAA_standard,0.0119,127,126,128,128,0,0.0,True
00016143_001,model1_TAA_standard,0.0081,1,126,128,128,1,0.015625,True
00016143_004,model1_TAA_standard,0.0739,28,127,128,128,0,0.0,True
00016143_006,model1_TAA_standard,0.0946,1,126,128,128,1,0.015625,True
00016144_000,model1_TAA_standard,0.0928,2,93,128,128,2,0.03125,True
00018388_000,model1_TAA_standard,0.0138,125,126,128,128,1,0.015625,True
00018390_002,model1_TAA_standard,0.0908,0,44,128,128,0,0.0,True
00018390_004,model1_TAA_standard,0.097,0,127,128,128,0,0.0,True
00018395_000,model1_TAA_standard,0.1123,31,127,128,128,0,0.0,True
00018396_000,model1_TAA_standard,0.1117,0,69,128,128,0,0.0,True
00018403_000,model1_TAA_standard,0.108,51,127,128,128,0,0.0,True
00018403_002,model1_TAA_standard,0.0857,39,127,128,128,0,0.0,True
00018403_005,model1_TAA_standard,0.0091,1,122,128,128,1,0.015625,True
00018404_001,model1_TAA_standard,0.1058,0,61,128,128,0,0.0,True
00018404_003,model1_TAA_standard,0.1109,0,70,128,128,0,0.0,True
00018404_005,model1_TAA_standard,0.0842,85,0,128,128,0,0.0,True
00018404_015,model1_TAA_standard,-0.0861,49,17,128,128,17,0.265625,True
00018407_000,model1_TAA_standard,0.0922,78,0,128,128,0,0.0,True
00018409_000,model1_TAA_standard,0.0263,124,126,128,128,1,0.015625,True
00018411_000,model1_TAA_standard,0.1129,50,127,128,128,0,0.0,True
00018412_001,model1_TAA_standard,0.0859,117,33,128,128,10,0.15625,True
00018412_005,model1_TAA_standard,0.0184,37,0,128,128,0,0.0,True
00018412_007,model1_TAA_standard,0.1076,67,127,128,128,0,0.0,True
00018413_000,model1_TAA_standard,0.0824,40,127,128,128,0,0.0,True
00018420_000,model1_TAA_standard,-0.0698,0,111,128,128,0,0.0,True
00018421_001,model1_TAA_standard,0.0667,127,126,128,128,0,0.0,True
00018421_006,model1_TAA_standard,0.0664,0,36,128,128,0,0.0,True
00018423_000,model1_TAA_standard,0.0224,38,127,128,128,0,0.0,True
00018427_001,model1_TAA_standard,0.0328,0,72,128,128,0,0.0,True
00018427_006,model1_TAA_standard,0.1116,100,0,128,128,0,0.0,True
00018427_009,model1_TAA_standard,0.1047,60,127,128,128,0,0.0,True
00018427_012,model1_TAA_standard,0.0886,55,0,128,128,0,0.0,True
00018427_013,model1_TAA_standard,0.0158,1,31,128,128,1,0.015625,True
00018429_003,model1_TAA_standard,-0.0394,17,63,128,128,17,0.265625,True
00018433_001,model1_TAA_standard,0.07,1,99,128,128,1,0.015625,True
00018434_003,model1_TAA_standard,-0.0978,40,119,128,128,8,0.125,True
00018437_004,model1_TAA_standard,0.1125,117,127,128,128,0,0.0,True
00018438_000,model1_TAA_standard,0.0333,1,126,128,128,1,0.015625,True
00018439_001,model1_TAA_standard,-0.0358,1,36,128,128,1,0.015625,True
00018443_000,model1_TAA_standard,0.1045,104,127,128,128,0,0.0,True
00018443_005,model1_TAA_standard,0.1033,0,85,128,128,0,0.0,True
00018443_006,model1_TAA_standard,0.0788,0,52,128,128,0,0.0,True
00018444_004,model1_TAA_standard,0.0879,1,127,128,128,0,0.0,True
00018446_000,model1_TAA_standard,0.057,105,127,128,128,0,0.0,True
00018448_010,model1_TAA_standard,0.0688,15,127,128,128,0,0.0,True
00018448_011,model1_TAA_standard,0.054,121,0,128,128,0,0.0,True
00018448_013,model1_TAA_standard,0.1075,54,0,128,128,0,0.0,True
00018448_015,model1_TAA_standard,0.1003,59,0,128,128,0,0.0,True
00018448_016,model1_TAA_standard,0.0977,66,0,128,128,0,0.0,True
00018451_002,model1_TAA_standard,0.0986,127,126,128,128,0,0.0,True
00018451_003,model1_TAA_standard,-0.0254,125,127,128,128,0,0.0,True
00018451_004,model1_TAA_standard,0.0909,127,126,128,128,0,0.0,True
00018451_005,model1_TAA_standard,0.1107,87,127,128,128,0,0.0,True
00018451_006,model1_TAA_standard,0.0262,127,126,128,128,0,0.0,True
00018451_008,model1_TAA_standard,-0.0844,0,1,128,128,0,0.0,True
00018451_011,model1_TAA_standard,0.076,10,126,128,128,1,0.015625,True
00018451_015,model1_TAA_standard,0.0289,117,126,128,128,1,0.015625,True
00018451_016,model1_TAA_standard,0.1023,1,126,128,128,1,0.015625,True
00018452_000,model1_TAA_standard,0.0449,0,124,128,128,0,0.0,True
00018462_001,model1_TAA_standard,0.086,125,0,128,128,0,0.0,True
00018464_000,model1_TAA_standard,0.0734,88,127,128,128,0,0.0,True
00018464_003,model1_TAA_standard,0.0392,85,127,128,128,0,0.0,True
00018464_009,model1_TAA_standard,-0.0382,107,127,128,128,0,0.0,True
00018464_012,model1_TAA_standard,0.0834,97,127,128,128,0,0.0,True
00018464_014,model1_TAA_standard,0.112,0,60,128,128,0,0.0,True
00018465_001,model1_TAA_standard,0.0539,20,127,128,128,0,0.0,True
00018467_000,model1_TAA_standard,0.1097,50,127,128,128,0,0.0,True
00018468_000,model1_TAA_standard,0.0824,49,127,128,128,0,0.0,True
00018470_000,model1_TAA_standard,0.0475,1,127,128,128,0,0.0,True
00018473_000,model1_TAA_standard,0.0478,1,126,128,128,1,0.015625,True
00018482_000,model1_TAA_standard,0.0697,106,127,128,128,0,0.0,True
00018483_001,model1_TAA_standard,0.1073,127,125,128,128,0,0.0,True
00018483_004,model1_TAA_standard,0.0625,1,93,128,128,1,0.015625,True
00018483_005,model1_TAA_standard,-0.0009,1,39,128,128,1,0.015625,True
00018484_000,model1_TAA_standard,0.0699,18,127,128,128,0,0.0,True
00018487_000,model1_TAA_standard,0.0729,1,110,128,128,1,0.015625,True
00018488_001,model1_TAA_standard,-0.0636,121,127,128,128,0,0.0,True
00018488_003,model1_TAA_standard,0.0303,90,127,128,128,0,0.0,True
00018490_000,model1_TAA_standard,0.0299,40,127,128,128,0,0.0,True
00018491_000,model1_TAA_standard,0.0009,125,127,128,128,0,0.0,True
00018492_000,model1_TAA_standard,0.1101,39,127,128,128,0,0.0,True
00018494_013,model1_TAA_standard,0.0831,2,23,128,128,2,0.03125,True
00018495_000,model1_TAA_standard,0.0704,0,62,128,128,0,0.0,True
00018496_009,model1_TAA_standard,0.0747,114,127,128,128,0,0.0,True
00018496_011,model1_TAA_standard,0.0895,127,48,128,128,0,0.0,True
00018496_012,model1_TAA_standard,0.0679,1,96,128,128,1,0.015625,True
00018496_013,model1_TAA_standard,0.0253,1,42,128,128,1,0.015625,True
00018496_015,model1_TAA_standard,0.102,76,0,128,128,0,0.0,True
00018500_000,model1_TAA_standard,0.0607,29,127,128,128,0,0.0,True
00018500_005,model1_TAA_standard,-0.1839,0,5,128,128,0,0.0,True
00018500_006,model1_TAA_standard,0.0955,0,59,128,128,0,0.0,True
00018500_007,model1_TAA_standard,0.0854,0,77,128,128,0,0.0,True
00018500_008,model1_TAA_standard,0.0972,127,92,128,128,0,0.0,True
00018500_012,model1_TAA_standard,0.113,0,88,128,128,0,0.0,True
00018504_001,model1_TAA_standard,-0.0354,0,14,128,128,0,0.0,True
00018507_002,model1_TAA_standard,0.0605,125,0,128,128,0,0.0,True
00018507_003,model1_TAA_standard,0.1005,33,127,128,128,0,0.0,True
00020948_000,model1_TAA_standard,-0.1887,0,99,128,128,0,0.0,True
00020949_001,model1_TAA_standard,-0.1589,127,127,128,128,0,0.0,True
00020950_000,model1_TAA_standard,-0.3257,0,97,128,128,0,0.0,True
00020950_001,model1_TAA_standard,-0.0111,43,127,128,128,0,0.0,True
00020955_000,model1_TAA_standard,0.0898,1,126,128,128,1,0.015625,True
00020959_004,model1_TAA_standard,0.0561,46,127,128,128,0,0.0,True
00020959_005,model1_TAA_standard,0.0953,1,1,128,128,1,0.015625,True
00020960_000,model1_TAA_standard,0.0839,76,127,128,128,0,0.0,True
00020960_001,model1_TAA_standard,0.0958,80,127,128,128,0,0.0,True
00020960_002,model1_TAA_standard,0.1021,49,127,128,128,0,0.0,True
00020960_003,model1_TAA_standard,0.1054,40,127,128,128,0,0.0,True
00020966_000,model1_TAA_standard,0.0248,1,36,128,128,1,0.015625,True
00020967_001,model1_TAA_standard,0.0622,1,126,128,128,1,0.015625,True
00020967_017,model1_TAA_standard,0.1035,10,126,128,128,1,0.015625,True
00020969_000,model1_TAA_standard,-0.2758,1,97,128,128,1,0.015625,True
00020972_003,model1_TAA_standard,-0.0539,0,21,128,128,0,0.0,True
00020974_000,model1_TAA_standard,0.1137,0,38,128,128,0,0.0,True
00020974_001,model1_TAA_standard,0.0722,1,1,128,128,1,0.015625,True
00020975_000,model1_TAA_standard,0.0034,124,127,128,128,0,0.0,True
00020976_001,model1_TAA_standard,0.0959,52,127,128,128,0,0.0,True
00020977_000,model1_TAA_standard,0.0659,1,121,128,128,1,0.015625,True
00020978_003,model1_TAA_standard,0.0671,1,126,128,128,1,0.015625,True
00020979_002,model1_TAA_standard,0.0981,1,98,128,128,1,0.015625,True
00020980_000,model1_TAA_standard,-0.0017,106,127,128,128,0,0.0,True
00020983_007,model1_TAA_standard,-0.0393,126,127,128,128,0,0.0,True
00020985_000,model1_TAA_standard,0.083,1,126,128,128,1,0.015625,True
00020990_002,model1_TAA_standard,-0.0048,81,127,128,128,0,0.0,True
00020991_000,model1_TAA_standard,-0.0728,0,34,128,128,0,0.0,True
00020992_001,model1_TAA_standard,0.0831,2,6,128,128,2,0.03125,True
00020993_000,model1_TAA_standard,-0.0744,0,1,128,128,0,0.0,True
00020994_001,model1_TAA_standard,0.0919,124,126,128,128,1,0.015625,True
00020994_003,model1_TAA_standard,-0.0291,1,44,128,128,1,0.015625,True
00020995_000,model1_TAA_standard,0.0395,127,126,128,128,0,0.0,True
00020995_001,model1_TAA_standard,-0.0845,0,105,128,128,0,0.0,True
00020996_001,model1_TAA_standard,-0.1008,0,103,128,128,0,0.0,True
00021000_004,model1_TAA_standard,0.0143,3,127,128,128,0,0.0,True
00021001_000,model1_TAA_standard,0.0319,0,62,128,128,0,0.0,True
00021005_000,model1_TAA_standard,0.0189,103,127,128,128,0,0.0,True
00021006_029,model1_TAA_standard,0.052,1,99,128,128,1,0.015625,True
00021008_000,model1_TAA_standard,0.0231,1,1,128,128,1,0.015625,True
00021010_000,model1_TAA_standard,0.062,1,110,128,128,1,0.015625,True
00021010_003,model1_TAA_standard,0.0767,1,1,128,128,1,0.015625,True
00021010_004,model1_TAA_standard,0.0597,1,12,128,128,1,0.015625,True
00021018_000,model1_TAA_standard,0.1083,127,126,128,128,0,0.0,True
00021019_001,model1_TAA_standard,0.0767,1,125,128,128,1,0.015625,True
00021020_000,model1_TAA_standard,0.0862,43,127,128,128,0,0.0,True
00021021_000,model1_TAA_standard,0.0246,50,127,128,128,0,0.0,True
00021021_002,model1_TAA_standard,0.0801,30,127,128,128,0,0.0,True
00021021_003,model1_TAA_standard,-0.3061,0,98,128,128,0,0.0,True
00021022_001,model1_TAA_standard,-0.3801,0,121,128,128,0,0.0,True
00021023_004,model1_TAA_standard,-0.0146,124,127,128,128,0,0.0,True
00021023_005,model1_TAA_standard,0.1132,127,126,128,128,0,0.0,True
00021023_007,model1_TAA_standard,0.0673,1,126,128,128,1,0.015625,True
00021023_021,model1_TAA_standard,0.0147,127,127,128,128,0,0.0,True
00021024_001,model1_TAA_standard,0.0709,1,127,128,128,0,0.0,True
00021024_006,model1_TAA_standard,-0.1345,0,99,128,128,0,0.0,True
00021024_007,model1_TAA_standard,0.0749,31,127,128,128,0,0.0,True
00021024_008,model1_TAA_standard,0.0842,123,126,128,128,1,0.015625,True
00021024_021,model1_TAA_standard,0.0674,38,127,128,128,0,0.0,True
00021026_000,model1_TAA_standard,0.0127,1,41,128,128,1,0.015625,True
00021027_001,model1_TAA_standard,0.0362,3,126,128,128,1,0.015625,True
00021028_000,model1_TAA_standard,-0.2058,6,114,128,128,6,0.09375,True
00021029_000,model1_TAA_standard,0.0863,2,46,128,128,2,0.03125,True
00021031_000,model1_TAA_standard,0.107,32,127,128,128,0,0.0,True
00021032_000,model1_TAA_standard,0.038,126,126,128,128,1,0.015625,True
00021035_023,model1_TAA_standard,-0.4005,0,36,128,128,0,0.0,True
00021035_029,model1_TAA_standard,0.0486,1,7,128,128,1,0.015625,True
00021035_031,model1_TAA_standard,0.0572,0,74,128,128,0,0.0,True
00021035_033,model1_TAA_standard,-0.2395,0,15,128,128,0,0.0,True
00021035_034,model1_TAA_standard,-0.0124,2,34,128,128,2,0.03125,True
00021035_035,model1_TAA_standard,0.1067,40,0,128,128,0,0.0,True
00021035_036,model1_TAA_standard,-0.3223,0,7,128,128,0,0.0,True
00021035_037,model1_TAA_standard,0.07,32,127,128,128,0,0.0,True
00021035_038,model1_TAA_standard,-0.1696,1,9,128,128,1,0.015625,True
00021035_039,model1_TAA_standard,-0.1349,2,6,128,128,2,0.03125,True
00021035_040,model1_TAA_standard,0.0434,24,127,128,128,0,0.0,True
00021035_043,model1_TAA_standard,0.112,1,126,128,128,1,0.015625,True
00021035_044,model1_TAA_standard,0.0297,57,127,128,128,0,0.0,True
00021036_001,model1_TAA_standard,0.035,127,126,128,128,0,0.0,True
00021036_002,model1_TAA_standard,-0.2258,0,102,128,128,0,0.0,True
00021036_003,model1_TAA_standard,0.0723,127,127,128,128,0,0.0,True
00021036_005,model1_TAA_standard,0.0281,127,126,128,128,0,0.0,True
00021036_007,model1_TAA_standard,0.0253,1,111,128,128,1,0.015625,True
00021036_008,model1_TAA_standard,0.0598,122,127,128,128,0,0.0,True
00021036_009,model1_TAA_standard,-0.0385,13,122,128,128,5,0.078125,True
00021038_000,model1_TAA_standard,-0.0612,0,13,128,128,0,0.0,True
00021039_000,model1_TAA_standard,0.0925,47,127,128,128,0,0.0,True
00021039_001,model1_TAA_standard,-0.1757,0,90,128,128,0,0.0,True
00021047_012,model1_TAA_standard,0.0824,10,126,128,128,1,0.015625,True
00024719_000,model1_TAA_standard,0.0715,2,1,128,128,1,0.015625,True
00024721_000,model1_TAA_standard,0.081,0,62,128,128,0,0.0,True
00024723_000,model1_TAA_standard,0.0221,1,124,128,128,1,0.015625,True
00024725_000,model1_TAA_standard,-0.3951,0,10,128,128,0,0.0,True
00024727_000,model1_TAA_standard,0.0626,92,127,128,128,0,0.0,True
00024728_000,model1_TAA_standard,0.0442,0,68,128,128,0,0.0,True
00024730_000,model1_TAA_standard,0.0722,67,127,128,128,0,0.0,True
00024731_000,model1_TAA_standard,0.0769,30,127,128,128,0,0.0,True
00024732_000,model1_TAA_standard,0.0876,41,127,128,128,0,0.0,True
00024735_000,model1_TAA_standard,0.0615,28,127,128,128,0,0.0,True
00024737_001,model1_TAA_standard,0.0781,2,32,128,128,2,0.03125,True
00024738_000,model1_TAA_standard,-0.075,40,127,128,128,0,0.0,True
00024740_000,model1_TAA_standard,0.1106,0,69,128,128,0,0.0,True
00024742_000,model1_TAA_standard,0.0355,1,125,128,128,1,0.015625,True
00024743_000,model1_TAA_standard,0.0368,33,127,128,128,0,0.0,True
00024744_000,model1_TAA_standard,0.1034,45,0,128,128,0,0.0,True
00024745_000,model1_TAA_standard,0.0044,0,103,128,128,0,0.0,True
00024750_000,model1_TAA_standard,0.101,127,39,128,128,0,0.0,True
00024752_000,model1_TAA_standard,-0.2189,0,88,128,128,0,0.0,True
00024753_000,model1_TAA_standard,0.0494,29,127,128,128,0,0.0,True
00024754_000,model1_TAA_standard,0.0896,1,1,128,128,1,0.015625,True
00024755_000,model1_TAA_standard,0.0766,61,127,128,128,0,0.0,True
00024756_000,model1_TAA_standard,-0.0648,0,127,128,128,0,0.0,True
00024757_000,model1_TAA_standard,0.0092,27,127,128,128,0,0.0,True
00024758_000,model1_TAA_standard,0.0705,2,32,128,128,2,0.03125,True
00024759_000,model1_TAA_standard,-0.1836,0,24,128,128,0,0.0,True
00024760_000,model1_TAA_standard,0.0364,31,127,128,128,0,0.0,True
00024761_000,model1_TAA_standard,-0.045,37,127,128,128,0,0.0,True
00024765_000,model1_TAA_standard,0.1006,43,127,128,128,0,0.0,True
00024767_000,model1_TAA_standard,0.0924,38,127,128,128,0,0.0,True
00024769_000,model1_TAA_standard,-0.0734,33,127,128,128,0,0.0,True
00024770_000,model1_TAA_standard,0.0552,0,60,128,128,0,0.0,True
00024771_000,model1_TAA_standard,0.1125,28,127,128,128,0,0.0,True
00024774_000,model1_TAA_standard,-0.0511,1,19,128,128,1,0.015625,True
00024775_000,model1_TAA_standard,0.0138,41,127,128,128,0,0.0,True
00024776_000,model1_TAA_standard,-0.0758,0,92,128,128,0,0.0,True
00024778_000,model1_TAA_standard,0.0656,67,127,128,128,0,0.0,True
00024779_000,model1_TAA_standard,0.0992,27,127,128,128,0,0.0,True
00024780_000,model1_TAA_standard,0.0422,0,88,128,128,0,0.0,True
00024781_000,model1_TAA_standard,0.0179,1,34,128,128,1,0.015625,True
00024783_000,model1_TAA_standard,0.1075,1,1,128,128,1,0.015625,True
00024796_000,model1_TAA_standard,0.0286,1,91,128,128,1,0.015625,True
00024798_000,model1_TAA_standard,0.0918,127,126,128,128,0,0.0,True
00024800_000,model1_TAA_standard,0.0743,41,127,128,128,0,0.0,True
00024802_000,model1_TAA_standard,0.0169,127,126,128,128,0,0.0,True
00024805_000,model1_TAA_standard,0.0524,1,125,128,128,1,0.015625,True
00024806_000,model1_TAA_standard,0.0527,1,2,128,128,1,0.015625,True
00024812_000,model1_TAA_standard,0.1009,23,127,128,128,0,0.0,True
00024816_000,model1_TAA_standard,0.0851,0,127,128,128,0,0.0,True
00024819_000,model1_TAA_standard,-0.021,1,33,128,128,1,0.015625,True
00024820_000,model1_TAA_standard,0.025,1,25,128,128,1,0.015625,True
00024822_000,model1_TAA_standard,0.0128,1,1,128,128,1,0.015625,True
00024823_000,model1_TAA_standard,0.0841,35,0,128,128,0,0.0,True
00024826_001,model1_TAA_standard,0.1051,127,126,128,128,0,0.0,True
00024827_000,model1_TAA_standard,0.0305,1,1,128,128,1,0.015625,True
