image_id,model,original_path,upscaled_path,original_width,original_height,original_format,upscaled_width,upscaled_height,upscaled_format,ssim,ms_ssim,psnr,lpips,sharpness,sharpness_diff_pct,contrast,contrast_diff_pct,entropy,noise,edge_density,edge_diff_pct,artifact_block,artifact_ringing,artifact_total,delta_e,high_freq_ratio,texture_complexity,local_quality_mean,local_quality_std,local_quality_min,histogram_corr,lab_L_mean,total_score,detection_count,detected_patterns,confidence_level
00001381_007,model1_TAA_standard,E:\Analysis\images_base\00001381_007.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001381_007_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9603,0.993,37.32,0.164,1.73,-62.2,58.82,-0.4,7.296,2.05,0.44,-23.7,229.89,60.99,290.88,0.9,0.4416857203794031,3.2646494451910257,0.9521,0.084,0.1739,0.8141,109.40470886230467,53.9,1,P7:Entropy低×高周波高,Low
00001381_008,model1_TAA_standard,E:\Analysis\images_base\00001381_008.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001381_008_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9631,0.9929,36.97,0.1669,1.24,-72.3,53.77,-0.2,7.465,2.02,0.24,-53.1,207.84,53.75,261.59000000000003,0.92,0.4488412869148214,3.097053738310933,0.9524,0.099,0.1828,0.6001,114.50441360473631,53.2,1,P6:品質ばらつき大,Low
00001381_009,model1_TAA_standard,E:\Analysis\images_base\00001381_009.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001381_009_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9676,0.9927,35.65,0.1408,1.98,-59.3,51.36,-0.2,7.338,2.48,0.56,-22.3,270.77,63.26,334.03,1.02,0.4112452047897861,3.966405764222145,0.9551,0.097,0.1636,0.8421,124.3187780380249,53.8,2,"P2:シャープ高×Noise高, P6:品質ばらつき大",Low
00001381_010,model1_TAA_standard,E:\Analysis\images_base\00001381_010.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001381_010_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9254,0.9899,36.25,0.2381,0.88,-27.8,68.69,0.7,7.729,2.58,0.3,24.3,304.49,58.29,362.78,1.18,0.3361486294640058,5.061537399888039,0.9231,0.1031,0.083,0.2577,110.06426239013672,58.3,6,"P6:品質ばらつき大, P9:MS-SSIM低×SSIM低, 単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr, 単独:High DeltaE",High
00001381_011,model1_TAA_standard,E:\Analysis\images_base\00001381_011.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001381_011_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9702,0.9922,35.08,0.1834,1.48,-78.6,57.6,-0.7,7.714,2.41,0.31,-60.6,228.75,66.52,295.27,0.98,0.4342056387127219,3.44737617764622,0.9543,0.1085,0.1153,0.9824,130.45910549163818,54.6,2,"P6:品質ばらつき大, 単独:High LocalQualityStd",Low
00001381_012,model1_TAA_standard,E:\Analysis\images_base\00001381_012.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001381_012_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9462,0.9906,36.82,0.2435,0.83,-35.7,67.61,-0.2,7.78,2.33,0.29,13.5,279.38,61.55,340.93,1.1,0.3387085931030417,4.964667772874236,0.9432,0.0685,-0.2012,0.6884,124.8497486114502,58.2,0,None,Normal
00001381_013,model1_TAA_standard,E:\Analysis\images_base\00001381_013.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001381_013_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9414,0.9899,37.39,0.2789,0.69,-47.3,66.94,-0.3,7.784,2.35,0.28,23.5,282.76,55.42,338.18,1.11,0.3325863335529633,4.604585794731975,0.9375,0.0725,-0.1588,0.5709,130.42917346954346,57.6,1,単独:High LPIPS,Low
00001382_000,model1_TAA_standard,E:\Analysis\images_base\00001382_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001382_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9809,0.9942,37.63,0.0923,1.26,-63.1,74.92,-0.8,7.465,2.13,0.51,-10.9,262.85,79.53,342.38,0.99,0.3318753988704365,4.714728109538555,0.9749,0.0641,0.1622,0.8731,147.4310941696167,58.4,0,None,Normal
00001382_001,model1_TAA_standard,E:\Analysis\images_base\00001382_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001382_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9816,0.995,37.99,0.1052,0.4,-86.6,60.84,-1.3,7.302,1.71,0.1,-72.7,173.2,69.03,242.23,0.87,0.3065585358262591,3.2025498524308205,0.971,0.0838,0.1657,0.8989,148.44106483459473,54.1,0,None,Normal
00001382_002,model1_TAA_standard,E:\Analysis\images_base\00001382_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001382_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.978,0.9945,38.8,0.0999,1.48,-44.8,74.0,-0.4,7.497,2.05,0.38,-25.4,229.44,71.44,300.88,0.9,0.3053299237980765,4.534472431987524,0.9707,0.0659,0.0914,0.5186,141.23249053955078,58.2,1,P8:Contrast異常×Hist相関低,Low
00001382_003,model1_TAA_standard,E:\Analysis\images_base\00001382_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001382_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9826,0.9946,36.56,0.1018,1.57,-62.8,60.78,-1.3,7.452,2.36,0.55,-39.0,240.23,62.17,302.4,0.96,0.4003695255421037,3.85776674374938,0.9689,0.0954,0.1389,0.9852,148.82337284088135,55.2,1,P6:品質ばらつき大,Low
00001382_004,model1_TAA_standard,E:\Analysis\images_base\00001382_004.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001382_004_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9781,0.9946,37.65,0.1,1.63,-54.6,66.95,-0.9,7.308,2.13,0.5,-29.7,277.51,67.82,345.33,0.89,0.3654904044628789,3.861681246198714,0.9676,0.0816,0.1625,0.8934,142.9031524658203,55.8,0,None,Normal
00001383_000,model1_TAA_standard,E:\Analysis\images_base\00001383_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001383_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9358,0.9901,38.22,0.2424,0.64,-53.9,66.84,-0.2,7.78,2.37,0.25,12.7,295.37,51.4,346.77,1.08,0.3248366241693267,4.876493029296398,0.9337,0.066,0.1623,0.4303,119.79001998901369,57.9,0,None,Normal
00001383_001,model1_TAA_standard,E:\Analysis\images_base\00001383_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001383_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9389,0.9886,39.22,0.2722,0.45,-69.5,61.89,-0.7,7.809,2.25,0.04,-17.1,283.3,43.11,326.41,1.08,0.3229127392336264,4.73521376028657,0.9375,0.0409,0.2156,0.8041,114.20073795318604,57.1,3,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:Low EdgeDensity",Medium
00001384_000,model1_TAA_standard,E:\Analysis\images_base\00001384_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001384_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9605,0.9904,41.53,0.2435,0.23,-63.2,33.12,-1.0,6.586,1.93,0.04,69.7,180.62,41.38,222.0,0.95,0.3722008761986924,2.4188984278589487,0.9592,0.0249,0.6191,0.9405,117.07471084594728,47.8,5,"単独:Low Sharpness, 単独:Low Contrast, 単独:Low Entropy, 単独:Low EdgeDensity, 単独:Low Texture",High
00001384_001,model1_TAA_standard,E:\Analysis\images_base\00001384_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001384_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9246,0.9904,36.32,0.255,0.69,-42.7,72.5,0.2,7.447,2.39,0.29,56.1,291.42,55.47,346.89,1.08,0.3226915525609287,5.190268792212009,0.9247,0.0666,0.0965,0.2337,112.83830165863036,58.6,4,"P8:Contrast異常×Hist相関低, 単独:Low SSIM, 単独:Low LocalQuality, 単独:Low HistCorr",Medium
00001385_000,model1_TAA_standard,E:\Analysis\images_base\00001385_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9831,0.9943,43.9,0.111,0.23,-44.9,32.24,-1.8,6.795,1.64,0.1,13.6,99.54,61.2,160.74,0.69,0.3674821796742823,1.6865257266908884,0.9813,0.0186,0.5965,0.9946,178.70750045776367,47.2,4,"単独:Low Sharpness, 単独:Low Contrast, 単独:Low Entropy, 単独:Low Texture",Medium
00001385_001,model1_TAA_standard,E:\Analysis\images_base\00001385_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.98,0.9941,37.0,0.1418,0.55,-86.2,42.71,-1.2,7.253,1.79,0.2,-69.2,153.62,55.16,208.78,0.89,0.3394834141986514,2.6811971655115485,0.9658,0.0956,0.163,0.99,145.38238048553467,50.8,3,"P6:品質ばらつき大, 単独:Low Contrast, 単独:Low Texture",Medium
00001385_002,model1_TAA_standard,E:\Analysis\images_base\00001385_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.98,0.994,37.21,0.157,0.57,-86.2,39.15,-1.7,7.225,1.82,0.21,-66.4,141.98,63.01,204.99,0.89,0.3499275665591623,2.727509317919612,0.9656,0.0963,0.1656,0.9949,147.86741733551025,50.3,2,"P6:品質ばらつき大, 単独:Low Contrast",Low
00001385_003,model1_TAA_standard,E:\Analysis\images_base\00001385_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9787,0.9936,36.62,0.1569,1.7,-64.4,52.05,-0.9,7.007,2.07,0.39,-53.0,188.81,76.24,265.05,0.9,0.3728236166775554,2.880667462013662,0.9645,0.0981,0.1633,0.9637,137.09023094177246,51.9,2,"P6:品質ばらつき大, 単独:Low Entropy",Low
00001385_004,model1_TAA_standard,E:\Analysis\images_base\00001385_004.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_004_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9785,0.9931,36.58,0.1573,0.58,-87.3,41.65,-1.9,7.296,1.96,0.19,-68.7,162.38,50.01,212.39,0.9,0.3378894299998261,2.714713029563427,0.9625,0.105,0.0529,0.9931,145.99644088745117,50.8,3,"P6:品質ばらつき大, 単独:Low Contrast, 単独:Low Texture",Medium
00001385_005,model1_TAA_standard,E:\Analysis\images_base\00001385_005.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_005_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9798,0.9942,38.06,0.1558,0.58,-80.7,40.59,-1.7,7.193,1.67,0.2,-56.9,147.64,61.58,209.22,0.88,0.3567179085795515,2.70283249206841,0.9677,0.0851,0.1723,0.9928,143.88255310058594,50.4,2,"単独:Low Contrast, 単独:Low Texture",Low
00001385_006,model1_TAA_standard,E:\Analysis\images_base\00001385_006.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_006_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9759,0.9937,36.01,0.1658,0.97,-79.3,47.3,-0.4,7.243,1.9,0.24,-66.4,164.09,69.24,233.33,0.91,0.3993986838035029,2.4759946390986443,0.9589,0.1083,0.1581,0.9614,146.17532634735107,51.1,4,"P6:品質ばらつき大, P7:Entropy低×高周波高, 単独:Low Texture, 単独:High LocalQualityStd",Medium
00001385_007,model1_TAA_standard,E:\Analysis\images_base\00001385_007.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_007_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9772,0.9931,36.59,0.1128,1.08,-77.5,57.16,-1.1,7.452,2.15,0.49,-14.5,246.09,72.5,318.59000000000003,0.96,0.2998452595593479,4.538118811324239,0.9685,0.0777,0.1612,0.9809,173.2638235092163,55.6,1,単独:Low HighFreq,Low
00001385_008,model1_TAA_standard,E:\Analysis\images_base\00001385_008.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_008_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9798,0.9939,36.73,0.1463,0.65,-85.7,40.57,-1.8,7.15,1.91,0.24,-68.5,145.85,60.61,206.46,0.88,0.3330872047144304,2.729272423312068,0.9636,0.1056,0.1331,0.9935,150.8385238647461,50.4,3,"P6:品質ばらつき大, 単独:Low Contrast, 単独:High LocalQualityStd",Medium
00001385_009,model1_TAA_standard,E:\Analysis\images_base\00001385_009.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_009_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9772,0.9935,36.77,0.1725,0.57,-86.7,44.62,-1.3,7.198,1.86,0.24,-63.2,161.55,53.76,215.31,0.91,0.3278784860256422,2.890457399189472,0.9628,0.0988,0.1024,0.9945,144.99995231628418,51.3,1,P6:品質ばらつき大,Low
00001385_010,model1_TAA_standard,E:\Analysis\images_base\00001385_010.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_010_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9795,0.9941,37.88,0.1605,0.45,-86.4,42.69,-1.5,7.274,1.69,0.17,-63.0,151.74,55.71,207.45,0.87,0.3186690898718232,2.808245010674,0.9671,0.0886,0.0638,0.9937,140.72219562530518,51.0,1,単独:Low Contrast,Low
00001385_011,model1_TAA_standard,E:\Analysis\images_base\00001385_011.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_011_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.98,0.994,37.2,0.1619,0.62,-84.1,35.71,-1.7,7.008,1.87,0.25,-63.5,158.5,55.29,213.79,0.89,0.3436337048166563,2.675822591409087,0.9651,0.0993,0.1777,0.9958,144.68982791900635,49.4,4,"P6:品質ばらつき大, 単独:Low Contrast, 単独:Low Entropy, 単独:Low Texture",Medium
00001385_012,model1_TAA_standard,E:\Analysis\images_base\00001385_012.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_012_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.976,0.9947,36.69,0.1186,0.59,-85.5,48.48,-0.3,7.291,1.88,0.26,-51.3,168.7,55.02,223.72,0.87,0.328497542022409,2.9947834135964517,0.9606,0.1103,0.1556,0.9436,159.59551620483398,52.1,2,"P6:品質ばらつき大, 単独:High LocalQualityStd",Low
00001385_013,model1_TAA_standard,E:\Analysis\images_base\00001385_013.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_013_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9373,0.989,38.91,0.2832,0.49,-67.3,65.43,-0.7,7.783,2.31,0.14,43.8,270.22,49.49,319.71000000000004,1.07,0.3484804419540583,4.687684960663319,0.9357,0.0427,0.2239,0.863,135.28519248962402,57.5,3,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High LPIPS",Medium
00001385_014,model1_TAA_standard,E:\Analysis\images_base\00001385_014.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_014_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9341,0.9882,38.71,0.2982,0.46,-73.8,68.19,-0.6,7.762,2.34,0.12,-28.0,252.56,44.28,296.84000000000003,1.07,0.3299917098369881,4.244201257824898,0.9322,0.0451,0.2815,0.919,136.00908660888672,57.3,3,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High LPIPS",Medium
00001385_015,model1_TAA_standard,E:\Analysis\images_base\00001385_015.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_015_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9358,0.9886,39.06,0.2901,0.57,-62.5,67.86,-0.6,7.703,1.99,0.11,13.7,244.32,49.4,293.72,1.05,0.3586211058777139,4.047544710338116,0.9347,0.0348,0.4377,0.8859,134.89058685302734,56.9,3,"P9:MS-SSIM低×SSIM低, 単独:Low MS-SSIM, 単独:High LPIPS",Medium
00001385_016,model1_TAA_standard,E:\Analysis\images_base\00001385_016.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_016_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9743,0.9924,32.8,0.1272,0.78,-92.9,62.93,-0.3,7.596,2.3,0.28,-56.7,213.46,49.07,262.53000000000003,1.07,0.3065094217374554,3.529489296488464,0.9557,0.1188,0.0521,0.8784,171.17193984985352,55.4,3,"P6:品質ばらつき大, 単独:Low PSNR, 単独:High LocalQualityStd",Medium
00001385_017,model1_TAA_standard,E:\Analysis\images_base\00001385_017.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_017_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9423,0.9905,39.38,0.2463,0.58,-58.1,70.51,-0.3,7.511,2.09,0.1,6.7,268.81,43.69,312.5,1.02,0.3579932945252538,4.444128479808569,0.9417,0.0397,0.3512,0.9528,121.6745252609253,57.4,0,None,Normal
00001385_018,model1_TAA_standard,E:\Analysis\images_base\00001385_018.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_018_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9768,0.994,34.53,0.1517,1.92,-76.9,49.34,-1.3,7.571,2.54,0.51,-52.5,255.17,55.71,310.88,1.0,0.4352544683443776,3.821025090292096,0.9584,0.1128,0.1086,0.9936,129.73844146728516,53.7,5,"P1:SSIM高×PSNR低, P2:シャープ高×Noise高, P6:品質ばらつき大, 単独:Low PSNR, 単独:High LocalQualityStd",High
00001385_019,model1_TAA_standard,E:\Analysis\images_base\00001385_019.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_019_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9331,0.9904,39.41,0.2362,0.31,-71.6,68.4,-0.1,7.55,2.11,0.07,33.5,269.07,47.98,317.05,1.07,0.3281246870862448,4.149012565612793,0.9311,0.063,0.3915,0.6664,113.56260585784912,56.7,2,"単独:Low Sharpness, 単独:Low EdgeDensity",Low
00001385_020,model1_TAA_standard,E:\Analysis\images_base\00001385_020.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001385_020_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9781,0.9945,35.93,0.1591,1.51,-76.4,50.91,-1.3,7.538,2.09,0.39,-55.3,218.0,65.67,283.67,0.91,0.4110920402816319,3.156599393114448,0.961,0.1046,0.171,0.9147,126.92568016052246,53.0,1,P6:品質ばらつき大,Low
00001386_000,model1_TAA_standard,E:\Analysis\images_base\00001386_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001386_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9353,0.9905,39.19,0.242,0.44,-61.8,70.99,0.0,7.703,2.08,0.15,38.4,256.2,45.09,301.29,1.01,0.3335459256132839,4.571748906746507,0.934,0.071,0.4253,0.1868,121.09286880493164,58.0,1,単独:Low HistCorr,Low
00001387_000,model1_TAA_standard,E:\Analysis\images_base\00001387_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001387_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.956,0.99,40.77,0.2268,0.35,-47.6,40.02,-0.4,6.649,1.85,0.09,251.0,190.83,46.04,236.87,0.95,0.3960527316773758,2.8124024625867605,0.9546,0.0262,0.6471,0.865,110.85394191741943,49.4,3,"P7:Entropy低×高周波高, 単独:Low Contrast, 単独:Low Entropy",Medium
00001388_000,model1_TAA_standard,E:\Analysis\images_base\00001388_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001388_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9768,0.9927,39.13,0.1216,0.44,-19.7,56.37,-1.0,7.308,2.45,0.23,210.0,272.08,53.67,325.75,0.96,0.3249861871852096,4.625424826517701,0.9751,0.0249,0.5295,0.9751,160.5078163146973,55.3,0,None,Normal
00001389_000,model1_TAA_standard,E:\Analysis\images_base\00001389_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001389_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9736,0.992,39.74,0.1292,0.4,-25.3,54.74,-0.3,7.501,2.66,0.14,90.6,290.3,49.09,339.39,0.99,0.3094073467593821,5.112884994596243,0.9734,0.018,0.5954,0.9403,174.78118991851807,56.0,0,None,Normal
00001389_001,model1_TAA_standard,E:\Analysis\images_base\00001389_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001389_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9834,0.9946,36.14,0.1091,0.42,-91.5,44.41,-1.4,7.181,2.04,0.1,-82.5,178.42,60.27,238.69,0.87,0.2989144436083425,3.285176893696189,0.9651,0.1128,0.0659,0.997,164.13656520843506,51.6,3,"P6:品質ばらつき大, 単独:Low HighFreq, 単独:High LocalQualityStd",Medium
00001389_002,model1_TAA_standard,E:\Analysis\images_base\00001389_002.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001389_002_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9832,0.9952,36.62,0.1015,0.38,-91.2,45.77,-0.9,7.222,1.86,0.14,-75.6,172.58,62.32,234.9,0.85,0.3020020941292348,3.322254829108715,0.9673,0.1048,0.1214,0.9853,165.32176780700684,52.0,1,P6:品質ばらつき大,Low
00001389_003,model1_TAA_standard,E:\Analysis\images_base\00001389_003.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001389_003_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.984,0.9949,36.59,0.1103,0.42,-90.2,43.05,-1.6,7.134,1.89,0.2,-66.2,173.94,58.13,232.07,0.86,0.3081682166862769,3.3205608325079083,0.9687,0.1017,0.1359,0.9922,164.1044406890869,51.5,2,"P6:品質ばらつき大, 単独:Low Contrast",Low
00001389_004,model1_TAA_standard,E:\Analysis\images_base\00001389_004.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001389_004_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9366,0.9904,35.83,0.2521,0.8,-42.2,70.96,-0.1,7.662,2.57,0.33,96.0,284.01,55.0,339.01,1.06,0.341693409479949,5.233635865151882,0.9351,0.0616,-0.0146,0.3873,124.27630519866943,58.8,1,単独:Low HistCorr,Low
00001389_005,model1_TAA_standard,E:\Analysis\images_base\00001389_005.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001389_005_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9468,0.9909,38.35,0.2226,0.59,-47.8,69.13,-0.2,7.788,2.25,0.17,135.0,272.77,46.44,319.21,1.02,0.3590719261399544,4.776702784001827,0.9448,0.0512,0.2888,0.6785,116.68191337585448,58.2,0,None,Normal
00001390_000,model1_TAA_standard,E:\Analysis\images_base\00001390_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001390_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9798,0.9932,36.3,0.1038,1.1,-77.8,57.68,-0.6,7.607,2.26,0.34,-48.6,270.15,73.74,343.89,0.99,0.2859482412112734,4.565486367791891,0.9671,0.0899,0.1432,0.8346,170.73707389831543,55.9,1,単独:Low HighFreq,Low
00001391_000,model1_TAA_standard,E:\Analysis\images_base\00001391_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001391_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9803,0.9937,39.7,0.1085,0.3,-13.2,57.32,0.2,7.53,2.64,0.16,541.2,271.16,59.55,330.71000000000004,0.99,0.2561055532788067,5.3056334517896175,0.9805,0.0162,0.4129,0.7264,180.9061098098755,56.7,2,"単独:Low Sharpness, 単独:Low HighFreq",Low
00001392_000,model1_TAA_standard,E:\Analysis\images_base\00001392_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001392_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9758,0.9927,41.74,0.1386,0.28,-56.4,50.04,-1.5,7.433,2.15,0.09,22.8,221.67,48.64,270.31,0.87,0.3070553242029283,3.519867737777531,0.9745,0.0201,0.3991,0.9922,165.71352100372314,53.1,1,単独:Low Sharpness,Low
00001393_000,model1_TAA_standard,E:\Analysis\images_base\00001393_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001393_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9757,0.9929,35.68,0.1376,0.43,-92.1,50.42,-1.1,7.434,2.07,0.19,-63.5,205.87,58.52,264.39,0.96,0.2827175830874958,3.5162600688636303,0.9587,0.1104,0.0997,0.9867,180.2998399734497,53.2,4,"P1:SSIM高×PSNR低, P6:品質ばらつき大, 単独:Low HighFreq, 単独:High LocalQualityStd",Medium
00001394_000,model1_TAA_standard,E:\Analysis\images_base\00001394_000.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001394_000_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9533,0.9912,35.37,0.2408,0.96,-21.8,63.84,-0.2,7.755,2.44,0.44,70.4,272.31,73.55,345.86,1.14,0.3381012974196266,4.825660306960344,0.9486,0.0783,-0.1854,0.6278,118.50925064086914,57.4,1,単独:High DeltaE,Low
00001394_001,model1_TAA_standard,E:\Analysis\images_base\00001394_001.png,E:\Analysis\TTA_1024\upscayl_png_upscayl-standard-4x_2x\00001394_001_LR_bicubic_x0.50.png,1024,1024,png,1024,1024,png,0.9786,0.9937,38.8,0.1066,1.36,-54.4,71.84,-0.4,7.743,2.05,0.43,-2.7,258.12,70.42,328.54,0.93,0.282956828729064,5.142728593200445,0.9743,0.0505,0.1247,0.9154,151.1993923187256,59.1,1,単独:Low HighFreq,Low
