pattern_name,detection_count,detection_rate_%
P1,351,7.014388489208632
P2,565,11.290967226219024
P3,43,0.8593125499600319
P4,501,10.011990407673862
P5,0,0.0
P6,1250,24.980015987210233
P7,390,7.793764988009593
P8,276,5.515587529976019
P9,807,16.127098321342924
